index,isbn13,title,tags
5076,9780806520155,The Parrot Head Companion,"music.a complet studi of jimmi buffett delv into the life of the well-known musician and author, while examin the subcultur creat by hi devot fan and followers. original. 30,000 first printing.thomasryan"
5077,9780806521688,The Minority Report,"fiction.in a futur world, scientist predict crimin behavior befor it happen and pre-crimin are arrest befor they break ani laws. preced the 2000 motion pictur releas direct by steven spielberg and star tom cruise.philipk.dick"
5078,9780806523491,Ruby Ann's Down Home Trailer Park Cookbook,"cooking.showcas the eccentr resid of the fiction high chaparr trailer park of pangburn, arkansas, a commun fill with sex, murder, topless dancing, secrets, and adultery, as they dish the dirt on their neighbor and provid such cost-effect recip as spam rolls, mayonnais cake, all day crock pot delight, and honki tonkin' husband' bread. original.rubyannboxcar"
5079,9780806523705,Vicars of Christ,"religion.trac the histori of the papaci from ancient time to the present day, thi illumin studi featur detail profil of each pope, describ the event of their reign, their role in relat to cathol doctrine, their accomplish and failures, and other aspect of each man who rule the vatican.charlesa.coulomb"
5081,9780806524276,The Complete Films of Alfred Hitchcock,"performingarts.a tribut to the undisput master of terror and suspens and the visionari who revolutionis the art of filmmaking, thi book cover everyth from hi 1922 silent film the pleasur garden to hi final 1976 film, famili plot, includ such masterpiec as vertigo, psycho, rear window and the birds, and the year of hi popular televis show, alfr hitchcock presents. complet with 450 b/w still from hi mani film and a text that examin the background of each production, thi is the ultim portrait of the movi geniu in all hi cinemat glory.roberta.harris;michaels.laski"
5082,9780806930770,Edward Lear,juvenilenonfiction.an illustr collect of rhyme poem by edward lear.edwardlear
5083,9780807014264,Man's Search for Meaning,"psychology.a new gift edit of a modern classic, with supplement photographs, speeches, letters, and essay psychiatrist viktor frankl' memoir of life in nazi death camp ha rivet gener of readers. base on frankl' own experi and the stori of hi patients, the book argu that we cannot avoid suffer but we can choos how to cope with it, find mean in it, and move forward. man' search for mean ha becom one of the most influenti book of our times, sell over twelv million copi worldwide. with a foreword by harold s. kushner, frankl' classic is present here in an eleg new edit with endpapers, supplementari photographs, and sever of frankl' previous unpublish letters, speeches, and essays.viktoremilfrankl"
5085,9780807062135,Lorca & Jiménez,"literarycriticism.a collect of poem by two great twentieth-centuri poets, both in the origin spanish and in power english translat by robert bly. ""the two finest spanish poet of thi centurytwo of the greatest in ani countrytheir vers fashion into english by a third brilliant poet; could one who love poetri ask for more?""long beach independent.federicogarcialorca"
5086,9780807064733,The Poetics of Space,"philosophy.show how our percept of home shape our thoughts, memories, and dreams, and discuss each space from cellar to atticgastonbachelard"
5087,9780807066812,Art and Culture,"art.cultur - art in pari - abstract, represent art - new sculptur - modernist sculptur - byzantin parallel - modernist paint - art in the unit state - literature.clementgreenberg"
5088,9780807071274,You Can't be Neutral on a Moving Train,"biography&autobiography.“an inspir autobiographi . . . in the tradit of martin luther king’ ‘letter from a birmingham jail.’ ” —maureen corrigan, fresh air, nation public radio beacon press is proud to publish a new edit of the classic memoir by one of our most lively, influential, and engag teacher and activists. howard zinn, author of a people’ histori of the unit states, tell hi person stori about more than thirti year of fight for social change, from teach at spelman colleg to recent protest against war. a former bombardi in wwii, zinn emerg in the civil right movement as a power voic for justice. although he’ a fierc critic, he give us reason to hope that by learn from histori and engag politically, we can make a differ in the world. “a teacher who commit hi polit engag life to the belief that love is a command to action.” —colman mccarthy, the washington post “a powerful, polit electr book from one of the most engag social critic in the nation.” —jonathan kozol “zinn explain hi involv in the struggl for civil rights, against war and in support of organ labor. . . . these are live tales.” —the new york time book review howard zinn, author of a people’ histori of the unit state and three strikes, live near boston.howardzinn"
5089,9780807085738,When the Rivers Run Dry,"nature.travel to more than thirti countri to defin the scientific, economic, and histor dimens of the water crisis, offer a solut base on manag the water cycl for the maximum social good, rather than pure self-interest.fredpearc"
5090,9780807123331,The Collected Poems of Robert Penn Warren,poetry.?robertpennwarren;johnburt
5091,9780807555385,The Midnight Mystery (The Boxcar Children Mysteries #95),juvenilefiction.th alden children are investig a mysteri tap sound at midnight in the home of a famou inventor known for her one-of-a-kind clocks.gertrudechandlerwarn
5092,9780807588970,When I Feel Angry,juvenilefiction.a littl rabbit describ what make her angri and the differ way she can control her anger.corneliamaudespelman
5093,9780807612743,A Persian requiem,"fiction.chronicl the life of zari, the wife of a feudal landlord, as she attempt to preserv her famili amidst the turbul of the british occup of southern persia dure world war iisīmīndānishvar"
5094,9780807615324,Einstein's 1912 manuscript on the special theory of relativity,"biography&autobiography.th influenc of einstein' contribut on so mani branch of physic is such that if one want to describ it full extent, it would be hard to know where to begin. hi work and discoveri are so fundament that each achiev alon would have gualberteinstein"
